CompanyName,JobTitle,DatePosted,JobCategory
Algoriza,Senior System Analyst,2023-09-01,IT/Software Development
Algoriza,Senior Dot net developer,2023-09-01,IT/Software Development
Algoriza,Senior Dot net developer,2023-09-01,Engineering - Telecom/Technology
Elfostat Company for import and export,Office manager and CEO executive assistant,2023-09-01,Administration
Elfostat Company for import and export,Office manager and CEO executive assistant,2023-09-01,Operations/Management
شركه طنطا موتورز,IT Support Specialist,2023-09-01,Installation/Maintenance/Repair
شركه طنطا موتورز,IT Support Specialist,2023-09-01,IT/Software Development
شركه طنطا موتورز,IT Support Specialist,2023-09-01,Engineering - Telecom/Technology
Global Brands,Help Desk Specialist,2023-09-01,Installation/Maintenance/Repair
Global Brands,Help Desk Specialist,2023-09-01,IT/Software Development
Max Muscle,IT Help Desk,2023-09-01,IT/Software Development
eGate Egypt,PHP Developer,2023-09-01,IT/Software Development
Majorel Egypt,Information Security Senior Specialist,2023-09-01,IT/Software Development
Fawry Microfinance ,IT Help Desk,2023-09-01,Installation/Maintenance/Repair
Fawry Microfinance ,IT Help Desk,2023-09-01,IT/Software Development
Fawry Microfinance ,IT Help Desk,2023-09-01,Engineering - Telecom/Technology
cCc callcenter and Digital Marketing,Full Stack Developer,2023-09-01,IT/Software Development
cCc callcenter and Digital Marketing,Full Stack Developer,2023-09-01,Marketing/PR/Advertising
CTO for startups,Experienced Flutter Developer,2023-09-01,IT/Software Development
CTO for startups,UI/UX Designer,2023-09-01,IT/Software Development
Ibn Sina Pharma,Junior Software Support Specialist,2023-09-01,IT/Software Development
Ibn Sina Pharma,Junior Software Support Specialist,2023-09-01,Other
Ibn Sina Pharma,Junior Software Support Specialist,2023-09-01,Engineering - Telecom/Technology
Economic Group ,Software Tester,2023-09-01,IT/Software Development
Economic Group ,ERP Consultant,2023-09-01,IT/Software Development
Economic Group ,ERP Consultant,2023-09-01,Strategy/Consulting
GET Group- Egypt,Senior Software Business Analysis,2023-09-01,IT/Software Development
GET Group- Egypt,Senior Software Business Analysis,2023-09-01,Analyst/Research
GET Group- Egypt,Senior Software Business Analysis,2023-09-01,Engineering - Telecom/Technology
Solutions,Unity Developer,2023-09-01,IT/Software Development
Solutions,Unity Developer,2023-09-01,Engineering - Telecom/Technology
Intelcia,Intelcia Egypt - Network Level III Engineer (WIFI Expert),2023-09-01,IT/Software Development
Intelcia,Intelcia Egypt - Network Level III Engineer (WIFI Expert),2023-09-01,Engineering - Telecom/Technology
Ascon Advanced Solutions & Consultant,ADF Oracle Developer - Alexandria,2023-09-01,IT/Software Development
Ascon Advanced Solutions & Consultant,ADF Oracle Developer - Alexandria,2023-09-01,Engineering - Telecom/Technology
Ascon Advanced Solutions & Consultant,Oracle Developer - Alexandria,2023-09-01,IT/Software Development
Ascon Advanced Solutions & Consultant,Oracle Developer - Alexandria,2023-09-01,Engineering - Telecom/Technology
The Portal,Creative Graphic Designer,2023-09-01,Creative/Design/Art
شيلتر تكنولوجي,Senior Front End Developer,2023-09-01,Creative/Design/Art
شيلتر تكنولوجي,Senior Front End Developer,2023-09-01,IT/Software Development
شيلتر تكنولوجي,Senior Front End Developer,2023-09-01,Engineering - Telecom/Technology
Premier Services and Recruitment,Software Developer,2023-09-01,IT/Software Development
شيلتر تكنولوجي,Senior Backend Developer,2023-09-01,Business Development
شيلتر تكنولوجي,Senior Backend Developer,2023-09-01,IT/Software Development
شيلتر تكنولوجي,Senior Backend Developer,2023-09-01,Engineering - Telecom/Technology
Sinmar Soft ,ERP technical support,2023-09-01,Customer Service/Support
Sinmar Soft ,ERP technical support,2023-09-01,IT/Software Development
Sinmar Soft ,ERP Senior Business Analyst,2023-09-01,IT/Software Development
Sinmar Soft ,ERP Senior Business Analyst,2023-09-01,Analyst/Research
Sinmar Soft ,Senior UI - UX designer & front end developer,2023-09-01,IT/Software Development
Sinmar Soft ,"Full time Senior ASP Net Core, Blazor Full Stack Developer",2023-09-01,IT/Software Development
Sinmar Soft ,"Full time Senior ASP Net Core, Blazor Full Stack Developer",2023-09-01,Project/Program Management
Sinmar Soft ,"Full time Senior ASP Net Core, Blazor Full Stack Developer",2023-09-01,Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,System Security Operations Engineer,2023-09-01,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,System Security Operations Engineer,2023-09-01,Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,System Operations Engineer,2023-09-01,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,System Operations Engineer,2023-09-01,Engineering - Telecom/Technology
Noases,Senior Mechanical Design Engineer,2023-09-01,Engineering - Construction/Civil/Architecture
Noases,Senior Mechanical Design Engineer,2023-09-01,Creative/Design/Art
Noases,Senior Mechanical Design Engineer,2023-09-01,Engineering - Mechanical/Electrical
Noases,Junior R&D Mechatronics Engineer,2023-09-01,R&D/Science
Noases,Junior R&D Mechatronics Engineer,2023-09-01,IT/Software Development
Noases,Junior R&D Mechatronics Engineer,2023-09-01,Engineering - Mechanical/Electrical
Noases,Senior R&D Mechatronics Engineer,2023-09-01,R&D/Science
Noases,Senior R&D Mechatronics Engineer,2023-09-01,IT/Software Development
Noases,Senior R&D Mechatronics Engineer,2023-09-01,Engineering - Mechanical/Electrical
Peerless,Odoo Project Manager,2023-09-01,Accounting/Finance
Peerless,Odoo Project Manager,2023-09-01,IT/Software Development
Peerless,Odoo Project Manager,2023-09-01,Strategy/Consulting
Quick Services,Odoo Functional Consultant,2023-09-01,IT/Software Development
Post Distribution Company ,Senior Developer,2023-09-01,IT/Software Development
Post Distribution Company ,Senior Developer,2023-09-01,Engineering - Telecom/Technology
LINK Development,Senior PHP Developer,2023-09-01,IT/Software Development
LINK Development,Senior PHP Developer,2023-09-01,Engineering - Telecom/Technology
Edentech,Senior java developer - onsite,2023-09-01,IT/Software Development
Alumil,Senior Sales Engineer,2023-09-01,Engineering - Construction/Civil/Architecture
Alumil,Senior Sales Engineer,2023-09-01,Sales/Retail
Balanced Education Company,IT Manager - New Generation International Schools,2023-09-01,IT/Software Development
Balanced Education Company,IT Manager - New Generation International Schools,2023-09-01,Project/Program Management
Balanced Education Company,IT Manager - New Generation International Schools,2023-09-01,Engineering - Telecom/Technology
Delta American School ,Computer Teacher,2023-09-01,IT/Software Development
Delta American School ,Computer Teacher,2023-09-01,Education/Teaching
SE Wiring Systems EGYPT,Manufacturing System Developer,2023-09-01,Creative/Design/Art
SE Wiring Systems EGYPT,Manufacturing System Developer,2023-09-01,IT/Software Development
Shahbandr,Senior WordPress/PHP/Backend Developer,2023-09-01,IT/Software Development
Shahbandr,Senior WordPress/PHP/Backend Developer,2023-09-01,Engineering - Telecom/Technology
Sweet Memory travel,Umrah and Haij System Administrator,2023-09-01,IT/Software Development
Sweet Memory travel,Umrah and Haij System Administrator,2023-09-01,Tourism/Travel
Loc-Camp,IT Specialist,2023-09-01,IT/Software Development
BRISK Business Inc.,Software Business Analyst - Job Description,2023-09-01,IT/Software Development
Queen Tech Solutions,Senior Front End Developer (Angular),2023-09-01,IT/Software Development
Queen Tech Solutions,Senior Front End Developer (Angular),2023-09-01,Engineering - Telecom/Technology
Smartly,Senior Front End Developer - Angular,2023-09-01,IT/Software Development
ORGANI GROUP,Cyber Security Engineer,2023-09-01,IT/Software Development
ORGANI GROUP,Cyber Security Engineer,2023-09-01,Engineering - Telecom/Technology
Mohandes Life Insurance ,Senior Full Stack Developer,2023-09-01,IT/Software Development
Mohandes Life Insurance ,Senior Full Stack Developer,2023-09-01,Engineering - Telecom/Technology
Seena - سينا,Senior Software Engineer - PHP,2023-09-01,IT/Software Development
Seena - سينا,Senior Software Engineer - PHP,2023-09-01,Engineering - Telecom/Technology
3S Software,Full Stack Developer,2023-09-01,Installation/Maintenance/Repair
3S Software,Full Stack Developer,2023-09-01,IT/Software Development
3S Software,Full Stack Developer,2023-09-01,Engineering - Telecom/Technology
Dafa,"Senior Tester ""Quality Assurance Automation""",2023-09-01,IT/Software Development
Dafa,"Senior Tester ""Quality Assurance Automation""",2023-09-01,Quality
Dafa,"Senior Tester ""Quality Assurance Automation""",2023-09-01,Engineering - Telecom/Technology
Dafa,Front End Developer (Vue.js),2023-09-01,IT/Software Development
Dafa,Front End Developer (Vue.js),2023-09-01,Engineering - Telecom/Technology
Yespays,Experienced java spring developer,2023-09-01,IT/Software Development
Yespays,Experienced java spring developer,2023-09-01,Engineering - Telecom/Technology
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support,2023-09-01,Installation/Maintenance/Repair
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support,2023-09-01,IT/Software Development
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support,2023-09-01,Engineering - Telecom/Technology
Rubyred Garment,IT Specialist,2023-09-01,Installation/Maintenance/Repair
Rubyred Garment,IT Specialist,2023-09-01,IT/Software Development
Rubyred Garment,IT Specialist,2023-09-01,Engineering - Telecom/Technology
Egypt University of Informatics (EUI),Senior Systems Engineer,2023-09-01,IT/Software Development
Egypt University of Informatics (EUI),Senior Systems Engineer,2023-09-01,Engineering - Telecom/Technology
eVision,Senior Software Technical Support Engineer,2023-09-01,IT/Software Development
eVision,Senior Software Technical Support Engineer,2023-09-01,Engineering - Telecom/Technology
ZINAD IT,Technical Writer,2023-09-01,Writing/Editorial
ZINAD IT,Technical Writer,2023-09-01,IT/Software Development
ZINAD IT,Technical Writer,2023-09-01,Engineering - Telecom/Technology
Bydotpy,Frontend Developer (React),2023-09-01,IT/Software Development
Bydotpy,Frontend Developer (React),2023-09-01,Engineering - Telecom/Technology
RDI,Senior iOS Developer (Native),2023-09-01,IT/Software Development
RDI,Senior iOS Developer (Native),2023-09-01,Engineering - Telecom/Technology
RDI,Senior Android Developer,2023-09-01,IT/Software Development
RDI,Senior Android Developer,2023-09-01,Engineering - Telecom/Technology
Crowe Egypt - Dr Khaled Abdelaziz Hegazy,External Audit Manager,2023-09-01,Accounting/Finance
Shebak,Software Engineer,2023-09-01,IT/Software Development
Shebak,Software Engineer,2023-09-01,Engineering - Telecom/Technology
Swakli Digital Events,Graphic Designer,2023-09-01,Creative/Design/Art
Swakli Digital Events,Graphic Designer,2023-09-01,Marketing/PR/Advertising
Trufla,Senior Back End Developer - Node JS,2023-09-01,IT/Software Development
Trufla,Senior Back End Developer - Node JS,2023-09-01,Engineering - Telecom/Technology
Trufla,Senior Software Testing - Quality Control Engineer,2023-09-01,IT/Software Development
Trufla,Senior Software Testing - Quality Control Engineer,2023-09-01,Quality
Trufla,Senior Software Testing - Quality Control Engineer,2023-09-01,Engineering - Telecom/Technology
Trufla,Senior Frontend Engineer - React,2023-09-01,IT/Software Development
Trufla,Senior Frontend Engineer - React,2023-09-01,Engineering - Telecom/Technology
Trufla,Senior Frontend Engineer - React,2023-09-01,Engineering - Mechanical/Electrical
Windrose Academy,Technical Support Specialist,2023-09-01,Installation/Maintenance/Repair
Windrose Academy,Technical Support Specialist,2023-09-01,IT/Software Development
Windrose Academy,Technical Support Specialist,2023-09-01,Engineering - Telecom/Technology
Youxel,.Net Team Lead,2023-09-01,IT/Software Development
Youxel,.Net Team Lead,2023-09-01,Engineering - Telecom/Technology
Kashier Payment Solutions,Senior Frontend Engineer,2023-09-01,IT/Software Development
Kashier Payment Solutions,Senior Frontend Engineer,2023-09-01,Engineering - Telecom/Technology
Kashier Payment Solutions,Senior Frontend Engineer,2023-09-01,Engineering - Other
British Council,IT Officer,2023-09-01,Installation/Maintenance/Repair
British Council,IT Officer,2023-09-01,IT/Software Development
WSC,Devops Engineer,2023-09-01,IT/Software Development
Multi Level Group (MLG),Field support Technician,2023-09-01,Installation/Maintenance/Repair
Multi Level Group (MLG),Field support Technician,2023-09-01,IT/Software Development
Multi Level Group (MLG),Field support Technician,2023-09-01,Engineering - Telecom/Technology
Ejada ,Senior AI Engineer,2023-09-01,IT/Software Development
TensorGraph,Senior Backend Developer,2023-09-01,IT/Software Development
TensorGraph,Senior Backend Developer,2023-09-01,Engineering - Telecom/Technology
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city ),2023-09-01,IT/Software Development
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city ),2023-09-01,Quality
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city ),2023-09-01,Engineering - Telecom/Technology
Hayati SRL,Office Assistant / Secretary,2023-09-01,IT/Software Development
Perfect Presentation,Senior Front End Developer (Blockchain),2023-09-01,IT/Software Development
Aliaict,Junior Software Tester,2023-09-01,IT/Software Development
FlairsTech,Senior Front end Developer /Angular,2023-09-01,IT/Software Development
FlairsTech,Senior Front end Developer /Angular,2023-09-01,Engineering - Telecom/Technology
EVA Cosmetics ,Senior Oracle Apps Developer/ Apex,2023-09-01,IT/Software Development
Al Rabat,Technical Support Engineer,2023-09-01,IT/Software Development
Al Rabat,Technical Support Engineer,2023-09-01,Engineering - Telecom/Technology
Interact Technology Solutions,IoT Software Engineer,2023-09-01,IT/Software Development
Interact Technology Solutions,IoT Software Engineer,2023-09-01,Engineering - Telecom/Technology
Majorel Egypt,IT Help Desk Specialist,2023-09-01,Installation/Maintenance/Repair
Majorel Egypt,IT Help Desk Specialist,2023-09-01,IT/Software Development
Majorel Egypt,IT Help Desk Specialist,2023-09-01,Engineering - Telecom/Technology
Interact Technology Solutions,Senior Network Security Engineer,2023-09-01,Installation/Maintenance/Repair
Interact Technology Solutions,Senior Network Security Engineer,2023-09-01,IT/Software Development
Interact Technology Solutions,Senior Network Security Engineer,2023-09-01,Engineering - Telecom/Technology
DAK Steel - Construction,Technical Office Engineer,2023-09-01,Engineering - Construction/Civil/Architecture
Union Coop,UI/UX Designer (On-Site),2023-09-01,Creative/Design/Art
Union Coop,UI/UX Designer (On-Site),2023-09-01,IT/Software Development
Dafa,UI UX Designer,2023-09-01,Creative/Design/Art
Dafa,UI UX Designer,2023-09-01,IT/Software Development
Dafa,UI UX Designer,2023-09-01,Engineering - Telecom/Technology
Al Soug-Cashi,IT Support Engineer,2023-09-01,Installation/Maintenance/Repair
Al Soug-Cashi,IT Support Engineer,2023-09-01,IT/Software Development
Al Soug-Cashi,IT Support Engineer,2023-09-01,Engineering - Telecom/Technology
Bevatel,Technical Support Engineer,2023-09-01,IT/Software Development
3S Software,Application Support Engineer,2023-09-01,Installation/Maintenance/Repair
3S Software,Application Support Engineer,2023-09-01,IT/Software Development
3S Software,Application Support Engineer,2023-09-01,Engineering - Telecom/Technology
Efada Technology,Network Engineer,2023-09-01,IT/Software Development
Efada Technology,Network Engineer,2023-09-01,Engineering - Telecom/Technology
A1Softech,Microsoft Exchange Administrator,2023-09-01,Installation/Maintenance/Repair
A1Softech,Microsoft Exchange Administrator,2023-09-01,IT/Software Development
A1Softech,Microsoft Exchange Administrator,2023-09-01,Engineering - Telecom/Technology
Efada Technology,Global Active Directory Expert,2023-09-01,IT/Software Development
Efada Technology,Global Active Directory Expert,2023-09-01,Operations/Management
Efada Technology,Global Active Directory Expert,2023-09-01,Engineering - Telecom/Technology
Premium Card,IT - System Administration Specialist,2023-09-01,IT/Software Development
Premium Card,IT - System Administration Specialist,2023-09-01,Engineering - Telecom/Technology
Dynamicslink,Financial Consultant,2023-09-01,IT/Software Development
Egypt Kuwait Holding,Application Support Engineer,2023-09-01,IT/Software Development
YOUXEl Technology,Senior Backend Developer,2023-09-01,IT/Software Development
International Advanced ,Senior Angular Developer,2023-09-01,IT/Software Development
Global Brands,System Engineer,2023-09-01,IT/Software Development
Global Brands,System Engineer,2023-09-01,Engineering - Telecom/Technology
Softec Technologies,Software Technical Team Leader,2023-09-01,IT/Software Development
Softec Technologies,Software Technical Team Leader,2023-09-01,Engineering - Telecom/Technology
TensorGraph,Senior Python Developer,2023-09-01,IT/Software Development
TensorGraph,Senior Python Developer,2023-09-01,Engineering - Telecom/Technology
TensorGraph,Senior Node JS Developer,2023-09-01,IT/Software Development
TensorGraph,Senior Node JS Developer,2023-09-01,Engineering - Telecom/Technology
Al Ahly capital holding - Al Ahly Tamkeen,Linux Systems Administrator,2023-09-01,IT/Software Development
taknia systems,ERP implementer,2023-09-01,Accounting/Finance
taknia systems,ERP implementer,2023-09-01,Customer Service/Support
taknia systems,ERP implementer,2023-09-01,IT/Software Development
Bevatel,Development Tech Leader,2023-09-01,Business Development
Bevatel,Development Tech Leader,2023-09-01,IT/Software Development
Bevatel,Development Tech Leader,2023-09-01,Engineering - Telecom/Technology
Ejada ,Technical Recruiter,2023-09-01,IT/Software Development
Orange Studio,"Team Leader / Senior Full Stack, PHP, Drupal Developer",2023-09-01,IT/Software Development
Orange Studio,"Team Leader / Senior Full Stack, PHP, Drupal Developer",2023-09-01,Engineering - Telecom/Technology
Waseet.net,Senior SEO / Senior Search Engine Optimization,2023-09-01,IT/Software Development
Waseet.net,Senior SEO / Senior Search Engine Optimization,2023-09-01,Marketing/PR/Advertising
Waseet.net,Senior SEO / Senior Search Engine Optimization,2023-09-01,Media/Journalism/Publishing
"Izam, inc.",Senior Devops Engineer,2023-09-01,IT/Software Development
"Izam, inc.",Senior Devops Engineer,2023-09-01,Engineering - Telecom/Technology
Orange Studio,Full Stack Web Developer - PHP!,2023-09-01,IT/Software Development
GoodsMart,Full Stack Developer,2023-09-01,IT/Software Development
GoodsMart,Full Stack Developer,2023-09-01,Engineering - Telecom/Technology
Target Recruitment  & HR Solutions ,Web Developer,2023-09-01,Creative/Design/Art
Target Recruitment  & HR Solutions ,Web Developer,2023-09-01,IT/Software Development
Interact Technology Solutions,Network & Voice Engineer,2023-09-01,Customer Service/Support
Interact Technology Solutions,Network & Voice Engineer,2023-09-01,IT/Software Development
Interact Technology Solutions,Network & Voice Engineer,2023-09-01,Engineering - Telecom/Technology
Synergy Markets,Office Manager,2023-09-01,Accounting/Finance
Synergy Markets,Office Manager,2023-09-01,Administration
Synergy Markets,Office Manager,2023-09-01,Human Resources
Micro Engineering,IT Specialist,2023-09-01,Installation/Maintenance/Repair
Micro Engineering,IT Specialist,2023-09-01,IT/Software Development
Horizon,Front-End Developer-Angular,2023-09-01,IT/Software Development
Indegree,Front End Developer,2023-09-01,IT/Software Development
Indegree,Front End Developer,2023-09-01,Engineering - Telecom/Technology
Indegree,UI UX Designer,2023-09-01,Creative/Design/Art
Indegree,UI UX Designer,2023-09-01,IT/Software Development
Loc-Camp,Senior PHP laravel developer,2023-09-01,IT/Software Development
Hands of Hope Physical Therapy & Wellness,IT Specialist,2023-09-01,Installation/Maintenance/Repair
Hands of Hope Physical Therapy & Wellness,IT Specialist,2023-09-01,IT/Software Development
Hands of Hope Physical Therapy & Wellness,IT Specialist,2023-09-01,Engineering - Telecom/Technology
Ulemt,Technical Support Engineer Tier 1,2023-09-01,IT/Software Development
LABS,SAP Junior Develop,2023-09-01,Business Development
LABS,SAP Junior Develop,2023-09-01,IT/Software Development
LABS,SAP Junior Develop,2023-09-01,Engineering - Telecom/Technology
Decorative Glass And Arab Union Glass Group,Group ICT Infrastructure and Service Desk Section Head,2023-09-01,IT/Software Development
Global Brands,Senior Digital Transformation Advisor (Professional Services - Sales),2023-09-01,IT/Software Development
Global Brands,Senior Digital Transformation Advisor (Professional Services - Sales),2023-09-01,Engineering - Telecom/Technology
Data Science,Technical Project Manager,2023-09-01,Business Development
Data Science,Technical Project Manager,2023-09-01,IT/Software Development
Data Science,Technical Project Manager,2023-09-01,Project/Program Management
Egypt Kuwait Holding,System Administrator,2023-09-01,IT/Software Development
Egypt Kuwait Holding,System Administrator,2023-09-01,Engineering - Other
Samaya Electronics Egypt LTD,Quality Control Engineer,2023-09-01,IT/Software Development
Samaya Electronics Egypt LTD,Quality Control Engineer,2023-09-01,Quality
Samaya Electronics Egypt LTD,Quality Control Engineer,2023-09-01,Engineering - Telecom/Technology
Xceed Contact Center,Information Security Specialist,2023-09-01,IT/Software Development
Xceed Contact Center,Information Security Specialist,2023-09-01,Engineering - Telecom/Technology
Xceed Contact Center,Information Security Specialist,2023-09-01,Engineering - Other
Efada Technology,IT System Engineer / VMware / Infrastructure,2023-09-01,IT/Software Development
Efada Technology,IT System Engineer / VMware / Infrastructure,2023-09-01,Engineering - Telecom/Technology
Rashideen Egypt for Trade ,Technical Support,2023-09-01,IT/Software Development
Elabd Foods,AX Technical Consultant,2023-09-01,Installation/Maintenance/Repair
Elabd Foods,AX Technical Consultant,2023-09-01,IT/Software Development
Elabd Foods,AX Technical Consultant,2023-09-01,Engineering - Telecom/Technology
AL MASHARIQ ,Senior ERP Engineer,2023-09-01,IT/Software Development
AL MASHARIQ ,Senior ERP Engineer,2023-09-01,Engineering - Telecom/Technology
AL MASHARIQ ,Senior ERP Engineer,2023-09-01,Engineering - Mechanical/Electrical
Elite Education Group,IT Help Desk Specialist,2023-09-01,Installation/Maintenance/Repair
Elite Education Group,IT Help Desk Specialist,2023-09-01,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Banking Business Operations Engineer,2023-09-01,Banking
Fawry for Banking Technology and Electronic Payments S.A.E,Banking Business Operations Engineer,2023-09-01,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Banking Business Operations Engineer,2023-09-01,Engineering - Telecom/Technology
3D Diagnostix,First Level Technical Support Engineer,2023-09-01,Installation/Maintenance/Repair
3D Diagnostix,First Level Technical Support Engineer,2023-09-01,IT/Software Development
3D Diagnostix,First Level Technical Support Engineer,2023-09-01,Engineering - Telecom/Technology
3D Diagnostix,Second Level Technical Support Engineer,2023-09-01,Installation/Maintenance/Repair
3D Diagnostix,Second Level Technical Support Engineer,2023-09-01,IT/Software Development
3D Diagnostix,Second Level Technical Support Engineer,2023-09-01,Engineering - Telecom/Technology
Thaka International,Front End Developer,2023-09-01,Creative/Design/Art
Thaka International,Front End Developer,2023-09-01,IT/Software Development
Thaka International,Front End Developer,2023-09-01,Engineering - Telecom/Technology
Seoudi Supermarket,Web Development .NET Tech Lead,2023-09-01,IT/Software Development
Seoudi Supermarket,Web Development .NET Tech Lead,2023-09-01,Engineering - Telecom/Technology
Arabia for Information Technology,UI/UX Designer,2023-09-01,Installation/Maintenance/Repair
Arabia for Information Technology,UI/UX Designer,2023-09-01,IT/Software Development
Arabia for Information Technology,UI/UX Designer,2023-09-01,Engineering - Telecom/Technology
Talaat Moustafa Group,System Administrator,2023-09-01,Installation/Maintenance/Repair
Talaat Moustafa Group,System Administrator,2023-09-01,IT/Software Development
Talaat Moustafa Group,System Administrator,2023-09-01,Engineering - Telecom/Technology
Bluebell Pharmaceuticals ,Senior Odoo developer,2023-09-01,IT/Software Development
A1Softech,Senior Full Stack Developer (.net core -angular),2023-09-01,Creative/Design/Art
A1Softech,Senior Full Stack Developer (.net core -angular),2023-09-01,IT/Software Development
A1Softech,Senior Full Stack Developer (.net core -angular),2023-09-01,Engineering - Telecom/Technology
Grifols Egypt for Plasma Derivatives,IT Systems Engineer,2023-09-01,Installation/Maintenance/Repair
Grifols Egypt for Plasma Derivatives,IT Systems Engineer,2023-09-01,IT/Software Development
Grifols Egypt for Plasma Derivatives,IT Systems Engineer,2023-09-01,Engineering - Telecom/Technology
3D Diagnostix,Senior Linux System Admin (+3 years experience),2023-09-01,Installation/Maintenance/Repair
3D Diagnostix,Senior Linux System Admin (+3 years experience),2023-09-01,IT/Software Development
3D Diagnostix,Senior Linux System Admin (+3 years experience),2023-09-01,Engineering - Telecom/Technology
StudentGator,Junior Angular Front-end Developer,2023-09-01,IT/Software Development
StudentGator,Junior Angular Front-end Developer,2023-09-01,Engineering - Telecom/Technology
Coral Technology,Senior Business Analyst,2023-09-01,IT/Software Development
Coral Technology,Senior Business Analyst,2023-09-01,Analyst/Research
Coral Technology,Senior Business Analyst,2023-09-01,Engineering - Telecom/Technology
GPS,BI Developer,2023-09-01,IT/Software Development
GPS,BI Developer,2023-09-01,Engineering - Telecom/Technology
A1Softech,Quality Assurance,2023-09-01,IT/Software Development
A1Softech,Quality Assurance,2023-09-01,Quality
A1Softech,Quality Assurance,2023-09-01,Engineering - Telecom/Technology
LABS,IT Help Desk,2023-09-01,Installation/Maintenance/Repair
LABS,IT Help Desk,2023-09-01,IT/Software Development
LABS,IT Help Desk,2023-09-01,Engineering - Telecom/Technology
Sutherland,IT Help Desk Specialist,2023-09-01,Installation/Maintenance/Repair
Sutherland,IT Help Desk Specialist,2023-09-01,IT/Software Development
Sutherland,IT Help Desk Specialist,2023-09-01,Engineering - Telecom/Technology
Coral Technology,Senior Information Security Engineer,2023-09-01,IT/Software Development
Coral Technology,Senior Information Security Engineer,2023-09-01,Engineering - Telecom/Technology
Rashideen Egypt for Trade ,SAP Basis Specialist,2023-09-01,IT/Software Development
Dynamicslink,Junior Sales Account Manager,2023-09-01,IT/Software Development
Dynamicslink,Junior Sales Account Manager,2023-09-01,Medical/Healthcare
Dynamicslink,Junior Sales Account Manager,2023-09-01,Sales/Retail
Interact Technology Solutions,Pre Sales Engineer,2023-09-01,Customer Service/Support
Interact Technology Solutions,Pre Sales Engineer,2023-09-01,IT/Software Development
Interact Technology Solutions,Pre Sales Engineer,2023-09-01,Engineering - Telecom/Technology
Edentech,Senior PHP/Laravel Developer,2023-09-01,IT/Software Development
Edentech,Senior PHP/Laravel Developer,2023-09-01,Engineering - Telecom/Technology
Caduceus Lane,IT Help Desk Specialist - Alexandria,2023-09-01,IT/Software Development
Lumin,Business Analyst Lead,2023-09-01,IT/Software Development
Lumin,Business Analyst Lead,2023-09-01,Analyst/Research
Lumin,Business Analyst Lead,2023-09-01,Engineering - Telecom/Technology
INTERNET SOLUTIONS,Web Designer & Front End Developer - WordPress,2023-09-01,Creative/Design/Art
INTERNET SOLUTIONS,Web Designer & Front End Developer - WordPress,2023-09-01,Customer Service/Support
INTERNET SOLUTIONS,Web Designer & Front End Developer - WordPress,2023-09-01,IT/Software Development
INTERNET SOLUTIONS,Search Engine Optimization Specialist,2023-09-01,Writing/Editorial
INTERNET SOLUTIONS,Search Engine Optimization Specialist,2023-09-01,IT/Software Development
INTERNET SOLUTIONS,Search Engine Optimization Specialist,2023-09-01,Marketing/PR/Advertising
TechJump,Senior React Native Developer,2023-09-01,IT/Software Development
TechJump,Senior React Native Developer,2023-09-01,Engineering - Telecom/Technology
FlairsTech,Senior IT Specialist,2023-09-01,Installation/Maintenance/Repair
FlairsTech,Senior IT Specialist,2023-09-01,IT/Software Development
FlairsTech,Senior IT Specialist,2023-09-01,Engineering - Telecom/Technology
VFS Global Egypt,IT Deputy Manager - Minya & Sohag,2023-09-01,Installation/Maintenance/Repair
VFS Global Egypt,IT Deputy Manager - Minya & Sohag,2023-09-01,IT/Software Development
VFS Global Egypt,IT Deputy Manager - Minya & Sohag,2023-09-01,Engineering - Telecom/Technology
National Technology,Senior Odoo Implementer,2023-09-01,Accounting/Finance
National Technology,Senior Odoo Implementer,2023-09-01,IT/Software Development
National Technology,Senior Odoo Implementer,2023-09-01,Engineering - Telecom/Technology
Selah ElTelmeez For Publishing & printing,IT System Administrator,2023-09-01,Installation/Maintenance/Repair
Selah ElTelmeez For Publishing & printing,IT System Administrator,2023-09-01,IT/Software Development
Selah ElTelmeez For Publishing & printing,IT System Administrator,2023-09-01,Engineering - Telecom/Technology
Webhelp,IT Help Desk Specialist,2023-09-01,Installation/Maintenance/Repair
Webhelp,IT Help Desk Specialist,2023-09-01,IT/Software Development
Webhelp,IT Help Desk Specialist,2023-09-01,Engineering - Telecom/Technology
GEMS Education,Director of Innovation,2023-09-01,Other
Dexef,Software Business Analyst,2023-09-01,IT/Software Development
Dexef,Software Business Analyst,2023-09-01,Analyst/Research
Dexef,Software Business Analyst,2023-09-01,Engineering - Telecom/Technology
Selftreat,Software Sales Representative,2023-09-01,Customer Service/Support
Selftreat,Software Sales Representative,2023-09-01,IT/Software Development
