CompanyName,JobTitle,DatePosted,JobType,Status,Country,City,Region,MinimumExperience,MaximumExperience,MinimumSalary,MaximumSalary,EducationLevel,CareerLevel,JobDescription,JobRequirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM WTC Egypt,Application Developer-Java & Web Technologies,27/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"Introduction
As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment.  The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!
Your Role and Responsibilities
Over the past 100 years, IBMers all over the globe have helped make the world work better and smarter. In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Security, Mobile, and the Internet of Things: Changing how we create, collaborate, analyze and engage. From transforming healthcare to improving the retail shopping experience – it’s what IBMers do. In Africa, we’ve been changing the way the continent does business for more than 50 years, and as our company continues to grow, we’re looking for talented professionals to join us in this new era. 
Join us and be part of a diverse and global team of thinkers and doers, and make an impact.
The Developer in this job role should have expertise in translating IT requirements in the design, development, and assembly of components to create custom information systems. Typical examples of the deliverables are functional and technical designs, models, components, code, unit tests, and documentation. IT Specialists who primarily apply their technical skills in an internal or external customer billable services and implementation environment. The employee leads technical support or the business processes.
Required Technical and Professional Expertise
Skills:
Environment:
Experience and working knowledge in key functional processes. Awareness of business activities.
Communication/Negotiation:
Exchanges information, ideas and concepts. Requires negotiation to achieve coordination.
Problem Solving:
Use advanced technical knowledge to perform and apply new technical procedures to the business processes. May recommend improvements to existing technical procedures based on understanding of new technologies.
Contribution/Leadership:
Working individually or as a team member, may set work priorities within well established procedures and objectives.
May provide coordination of activities.
Gives technical direction. Viewed as a technical expert.
Preferred Technical and Professional Expertise
None",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giza Arabia Systems,Head of Technical Delivery- Government Business Solutions,27/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"Head of Technical Delivery- Government Business Solutions
Job Description
 Lead the delivery of all technical delivery in projects and services activities related from a technical and business side. Engages with the LoB management to develop a cohesive strategy for the growth of the LoB service across the different countries. Guides the technical teams to work closely with the project manager to ensure projects experiences and clients’ needs and expectations are fulfilled. Participates in the review of: Systems Requirements Analysis, Systems Delivery Specs, User Procedure Documents, and Training Documents when applicable. Build skills and capabilities in the technical team to support the LOB business Ensures compliance with Giza Systems policies, process and procedures Leads and manages the technical delivery of a high-quality service to clients. Works closely with the presales and the PM functions to make sure that experience is entrenched in future offers and tenders. Reviews and ensures that the projects in LoB are delivered in a manner that ensures sustainable revenue. Oversee the technical delivery of all software projects and products. Reviews and ensures assignment of the technical teams on all projects and opportunities. Provides technical assistance to the PM project teams, and might attend key Client meetings. Ensures the quality and timeliness of service delivery to clients. Ensures that the knowledge of all technical delivery is shared across the LoB and maintained for future reference. Ensures efficient processes are implemented Works closely with the quality teams to ensure excellent quality experience for the client. Leadership of technical teams. Promotes and fosters a strong team culture and open and transparent communication. Assess skills, knowledge, and abilities of candidates to make effective hiring and merit/bonus decisions and identified developmental needs Provides training and development opportunities and serve in mentoring role for team. 
Personal Skills
 Experience with leading and managing large teams. Experience with working in a fast-paced and dynamic environment. Excellent communication and networking skills 
Technical Skills
B.Sc. in computer science, engineering or a related filed. 
From 10 to 15 years of experience in a relevant field and industry. 
5 years of experience in similar Leadership role 
10+ years of experience in software development. 
Experience in project management would be a plus. 
Strong understanding of software development methodologies, such as Agile and Waterfall. 
Experience with DevOps practices. 
Experience with continuous integration and continuous delivery (CI/CD) tools and pipelines. 
Strong understanding of related technologies, Data, AI/ML, Automation, Cloud 
Master's degree in computer science or a related field is a plus
Education
B.Sc. in computer science
Job Location Cairo, Egypt Job Role Engineering Years of Experience Min: 10 Max: 15",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlairsTech,Senior Python Developer,27/10/2023,Full Time,Open,Egypt,Cairo,null,3,7,15000,50000,null,Experienced (Non-Manager),"Must:
Very Good core python knowledge
Good experience with python packages like (pandas, pyspark, requests)
Very good hands on linux experience (terminal based experience)
Good sql Experience(Postgresql)
Good experience with kubernetes
Good experience with docker
AWS(EC2, S3) good experience
Preferable:
AWS(RDS)
Python web-development framework (Flask, Django)
Cron jobs
Bash scripting
Hadoop EcoSystem",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutherland,English Customer Support - PREMIUM,27/10/2023,Full Time,Open,Egypt,Cairo,New Cairo,null,null,10000,14000,null,Entry Level (Junior Level / Fresh Grad),"Job Title :
 Technical Representative
Company Name : 
Sutherland
Location :
 [Cairo, Egypt]
Job Type :
 Full-Time
 
Job Description :
As a Customer Service Representative at Sutherland, you will be the face and voice of our company, providing exceptional service to our valued customers. You will handle a wide range of customer inquiries, concerns, and complaints, ensuring their needs are met and exceeded
 
Responsibilities:
 
Professionally and courteously handle inbound customer calls
Resolve customer complaints and escalate complex issues to the appropriate department, ensuring prompt and satisfactory resolution
Collaborate with internal teams to ensure seamless coordination and resolution of customer issues
Continuously strive to improve customer satisfaction by actively seeking feedback, identifying areas for improvement, and proposing innovative solutions
 ","Requirements :
 
Graduates , Gap Year & Dropouts
Excellent verbal and written communication skills, with a strong command of the English language.
Exceptional problem-solving and decision-making abilities.
Empathetic, patient, and customer-focused mindset
Excellent English Speakers
Flexible With Rotational Shifts
 
Benefits :
 
Highest Salary In The Market [ Starting 10K Net ]
OverNight Allowance = 1,200
Monthly Bonus = 2,000
Training fully paid + KPIs
Medical and social insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceel.io,Next JS developer,27/10/2023,Full Time,Open,Egypt,Cairo,Maadi,1,3,null,null,null,Experienced (Non-Manager),"Collaborate with the design and product teams to translate UI/UX wireframes into responsive web applications using Next.js.
Develop and maintain reusable components and libraries for efficient front-end development.
Implement user authentication and authorization systems.
Optimize applications for maximum performance and scalability.
Ensure the technical feasibility of UI/UX designs.
Collaborate with back-end developers to integrate front-end components with server-side logic.
Stay up-to-date with industry trends and best practices in web development.
Perform code reviews and provide constructive feedback to other team members.
Troubleshoot and debug issues that arise during development and in production.
Contribute to the continuous improvement of our development processes.","Next.js 13, Especially App router.
 Excellent knowledge of HTML 5,, 
 Excellent knowledge of Tailwind platform and how to use.
 Be able to transfer any UI/UX design into a perfect match html5 next js product.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BayanTech,En Ar Reviewer,26/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"About the job En<>Ar Reviewer

Duties and Responsibilities:
Reviewing the target text in comparison to the source, ensuring that the translations provided are accurate, coherent, consistent, compliant with the tone, and free of mistakes
Measure and manage team performance and provide regular feedback and performance coaching to direct reports.
Identify barriers to achieving accuracy, productivity, and quality, creating and driving plans to address them.
Possess a sense of ownership of projects, identify process improvement opportunities, solve complex issues and proactively manage crises.
Develop, analyze and improve new strategies, projects and procedures to meet short- and long-term goals.
Coach and develop translators for job enrichment opportunities and internal promotions.
Create an inspiring team culture in line with the leadership principles, and based on open communication, inclusion and high levels of job satisfaction.
Skills/Qualifications:
+5 years experience in Translation (localization field)
Strong interpersonal and communication skills with the ability to communicate effectively to a wide range of audiences in a diverse environment.
Previous experience coordinating and coaching people.
Excellent written and verbal English communication skills
Minimum Bachelors degree or equivalent
Excellent problem solving and analytical skills
High sense of urgency
Strong interpersonal skills
Effective time management
Proactive attitude
Strong Leadership skills",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BayanTech,Localization Project Manager,26/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"About the job Localization Project Manager

Duties and 
﻿
Responsibilities:
Receiving client's projects/jobs/quotations and analyzing the requirements.
Develops project plans and workflows, managing time, budget, resources and quality control
Creates and controls localization project budgets, performs cost tracking analysis, ensures timely issuance of purchase orders and invoices and approves work reports.
Identifies and solves localization issues or disagreements, whether system or product, identifies causes and performs corrective/preventative action.
Presents regular reports to client, corporate office and peers on progress and forecast of project teams work status, escalating issues and evaluating needed support.
Active member of corporate management meetings, providing data and project information.
Continually expands knowledge and education in localization trends and news, keeping up to date through active participation in training opportunities.
Skills/Qualifications:
2:3 Years of experience in the translation and localization field
Excellent verbal and written English communication skills
Excellent presentation/communication skills, with the ability to clearly present the localization life-cycle to clients
Organizational and leadership skills
Proven abilities in project planning, resource and risk management
Problem-solving capabilities
Quality and detail-oriented
Strong team player in a multi-language/multi-cultural environment",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BayanTech,Offshore Team Leader (Call Center - Dispatching),26/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"About the job Offshore Team Leader (Call Center - Dispatching)

Responsibilities:
Overseeing, coaching, and guiding a team of offshore call center agents, ensuring their adherence to dispatching protocols.
Establishing performance goals and objectives for both the team and individual agents, focusing on efficient task dispatching.
Monitoring and analyzing team performance metrics, identifying areas for improvement in dispatching processes.
Providing regular feedback and coaching to team members to enhance their dispatching skills and performance.
Developing comprehensive training programs and materials to enhance the team's knowledge of dispatching procedures.
Ensuring the team meets or exceeds service level agreements and key performance indicators related to dispatching.
Maintaining open communication channels with team members and other departments to address issues and streamline dispatching processes.
Handling escalated customer complaints and resolving issues promptly, with a strong focus on efficient task dispatching.
Conducting regular team meetings to review performance, share best practices, and collaboratively identify areas of improvement.
Demonstrating proficiency in dispatch programs such as Perspective or other relevant dispatching software.
Utilizing hands-on experience with radio dispatch equipment to optimize task allocation and communication.
Exhibiting the ability to deliver results under time constraints and meet deadlines in a fast-paced dispatching environment.
Previous experience in terminal operations, dispatch, or as a driver, providing valuable insights into effective dispatching practices.
Qualifications
:
Possession of a Bachelor's degree or equivalent experience in a related field.
A minimum of 3-5 years of experience in a call center environment, with proven leadership experience.
Fluency in English, enabling effective communication with offshore team members.
Strong leadership abilities, coupled with effective coaching and mentoring skills.
Excellent communication and interpersonal skills to facilitate seamless collaboration within the team and across departments.
Ability to thrive in a fast-paced, high-pressure environment, ensuring efficient task dispatching.
Proficient analytical and problem-solving skills, enabling effective resolution of dispatching challenges.
Knowledge of call center software and technology, particularly as it relates to dispatching.
Flexibility to work flexible hours and weekends, as required by the offshore call center operation.",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BayanTech,Quality Assurance Executive (data analysis- internal auditing),26/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"About the job Quality Assurance Executive (data analysis- internal auditing)

Duties and Responsibilities:
Responsible for calibrating, monitoring, and supporting the quality standards between internal and external parties.
Create process documentation/workflows/Work instructions, knowledge articles, and self-service guidance.
Collect and document business requirements for project and process improvement/automation efforts.
Perform an internal audit to make sure that all departments are working by the officially agreed process.
Facilitate process workflow modeling to collaborate on process improvements, automation capabilities, and clearly defined end-to-end use cases.
Review information and trends to ensure that the output of processes achieves the desired results and that services meet agreed service levels.
Conduct maturity assessments against the process activities to highlight areas of improvement or concerns.
Identify issues and risks.
Bring inconsistencies and problems to the attention of management.
Participate in solving problems.
Track major incidents and ensure adherence to the process and escalation of requirements within the various support and delivery areas.
Extract reports and provide a high-level analysis of data for review.
Participate in the planning of QA department objectives.
Manage and improve the quality control process.
Set goals and metrics, and report on quality control results continuously.
Communicate quality concerns with stakeholders.
Developing test plans and test cases to ensure that our services meet quality standards.
Working with cross-functional teams to ensure that quality is built into the product development process.
Investigating and resolving any quality-related issues that arise.
Continuously improving the QA process to ensure that it is effective and efficient.
Skills/Qualifications:
2:3 years of experience in Quality Assurance 
Experience in internal auditing and data analysis is highly preferred.
Working knowledge of tools, methods, and concepts of quality assurance.
Bachelors in business administration, computer science, or a similar relevant field.
Excellent organizational and time management skills.
Outstanding communication and presentation skills.
Critical thinker & self-motivated.
Creative problem solver.
Great analytical skills.
Data-driven approach.
Excellent in MS Office, Adobe Acrobat, and PowerPoint (many reports and presentations will be required)
Excellent  or Fluent in English.
Strong Leadership and Communication skills.
Knowledge of ISO 9001:2015 & ISO 17100:2015 is preferable.
Background localization & translation industry is preferable.
Preference will be given to candidates who are familiar with the following courses: Data Analysis and Lean Auditing.",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BayanTech,Project Manager (Hybrid),26/10/2023,Full Time,Open,Egypt,Cairo,null,null,null,null,null,null,Not specified ,"About the job Project Manager (Hybrid)

Duties and 
﻿
Responsibilities:
Receiving client's projects/jobs/quotations and analyzing the requirements.
Develops project plans and workflows, managing time, budget, resources and quality control
Creates and controls localization project budgets, performs cost tracking analysis, ensures timely issuance of purchase orders and invoices and approves work reports.
Identifies and solves localization issues or disagreements, whether system or product, identifies causes and performs corrective/preventative action.
Presents regular reports to client, corporate office and peers on progress and forecast of project teams work status, escalating issues and evaluating needed support.
Active member of corporate management meetings, providing data and project information.
Continually expands knowledge and education in localization trends and news, keeping up to date through active participation in training opportunities.
Skills/Qualifications:
1:3 Years of experience in the translation and localization field 
Excellent verbal and written English communication skills
Excellent presentation/communication skills, with the ability to clearly present the localization life-cycle to clients
Organizational and leadership skills
Proven abilities in project planning, resource and risk management
Problem-solving capabilities
Quality and detail-oriented
Strong team player in a multi-language/multi-cultural environment
Benefits:
﻿Hybrid Work (WFH 3 days and attending from office 2 days)
﻿Saturday and Sunday off
﻿Location: El Mohandsien, Giza",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nile Creations,UI/UX Web Designer,26/10/2023,Full Time,Open,Egypt,Cairo,Heliopolis,3,null,14000,18000,Bachelor's Degree,Experienced (Non-Manager),"Brief:
This position is for our partner: 
https://leap13.com
 which is specialized in developing WordPress themes and plugins 
(We don't design websites, we build WordPress themes & plugins)
. You're most welcome to check our main products for a better understanding of what we do.
Premium Addons for Elementor: 
https://premiumaddons.com
Premium Blocks for Gutenberg: 
https://premiumblocks.io
Kemet FSE WordPress Theme: 
https://kemet.io
Wiz Smart WordPress Theme: 
https://wpwiz.io/
You will be responsible for:
Designing creative and professional websites' layouts 
(From scratch; You can't use ready-made templates)
. Those layouts will be used to demonstrate the options and features included in our WordPress Themes and Plugins. Also will be included as a part of our products.
Designing other digital marketing materials like Facebook posts, web banners, etc. and other graphics.","Creativity is a Must!
 Please include your work samples and/or online portfolio. Your portfolio must include high-quality web design work samples. We are not interested in branding work samples or any other irrelevant work.
Excellent knowledge and use of Adobe Photoshop and Illustrator.
Good knowledge of UX and UI Design standards and best practices.
Familiar with modern web and design concepts like Responsive Design, Clean Design, Pixel Perfect illustration, etc.
Knowledge of WordPress various page builders especially Elementor is a plus.
P.S. You will be asked to do a test task during the phone interview.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
